vendor,model,type,protocol,port,url
Avtech,avn216,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,avn222,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,avn542,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,avn801vv,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,avn805,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,avn815ez,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,avt216se,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,awm357,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,dg1004,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,dgm1104,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,dgm1104qsp,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,kpd675,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,kpd677h,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,mdr757zb-e,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG&channel=[CHANNEL]
Avtech,452b,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avm-512ap,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avm357zap-f38,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avm358chf,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avm428,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avm428d,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avmu428d,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avn216z,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avn328zbn,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,avn420p,FFMPEG,rtsp,0,/live/h264_ulaw/VGA
Avtech,458c,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,av321,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,av565,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avc793zc,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avm-503p,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avm417,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avm511p,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avm521,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avm542,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,avn244zvp-22,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,dg-104,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,dgm-5406p-f28,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,dgm1134,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,dgm5206,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,dgm5206svat,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,kpd677,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,kpd965,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,mdr759h,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,nvm328,FFMPEG,rtsp,0,/live/h264/HD1080P
Avtech,540,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avh-408p,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avm2432p,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avm2592l,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avm420up,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avm5,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avm592,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avn-521a,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,c04,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,ygn2003a,FFMPEG,rtsp,88,/live/video_audio/profile1
Avtech,avh8516,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avi203,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,aviz321,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avm-302ap,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avm311p,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avm311p-f28,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avm359a,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avx-322,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,avz516,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,dgm5606,JPEG,http,0,/cgi-bin/guest/Video.cgi?media=JPEG
Avtech,*,JPEG,http,0,/Getvideo.cgi?Cookie=
Avtech,avm217z,VLC,rtsp,0,/live/h264/ch[CHANNEL]
Avtech,avz5192,VLC,rtsp,0,/live/h264/ch[CHANNEL]
Avtech,mdr688b,VLC,rtsp,0,/live/h264/ch[CHANNEL]
Avtech,*,MJPEG,http,0,/live/mjpeg
Avtech,av5115-9a,FFMPEG,rtsp,0,/h264.sdp
Avtech,av5455dn-50,FFMPEG,rtsp,0,/h264.sdp
Avtech,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]x[HEIGHT]
Avtech,avd744,FFMPEG,rtsp,88,/live/h264_ulaw/HD720P
Avtech,avm328b,FFMPEG,rtsp,88,/live/h264_ulaw/HD720P
Avtech,avm328zdp-f38,FFMPEG,rtsp,88,/live/h264_ulaw/HD720P
Avtech,avm428a,FFMPEG,rtsp,88,/live/h264_ulaw/HD720P
Avtech,avs529,FFMPEG,rtsp,88,/live/h264_ulaw/HD720P
Avtech,avh408p,FFMPEG,rtsp,8151,/live/video/profile1
Avtech,dgm-5606p-f28,FFMPEG,rtsp,8151,/live/video/profile1
Avtech,dgm1105q,FFMPEG,rtsp,8151,/live/video/profile1
Avtech,dgm2203,FFMPEG,rtsp,8151,/live/video/profile1
Avtech,avh800ea6,FFMPEG,rtsp,8085,/live/video_audio/ch01/record
Avtech,*,FFMPEG,rtsp,554,/live/video_audio/ch01_ch01/pc
Avtech,*,JPEG,http,0,/snapshot.jpg?user=[USERNAME]&pwd=[PASSWORD]&strm=[CHANNEL]
Avtech,*,MJPEG,http,0,/videostream.cgi?user=[USERNAME]&pwd=[PASSWORD]&resolution=32&rate=0
Avtech,*,FFMPEG,rtsp,0,/live/h264/SXGA
Avtech,*,JPEG,http,10554,/snapshot.cgi
Avtech,*,FFMPEG,rtsp,554,/live/h264/HD1080
Avtech,*,FFMPEG,rtsp,554,/live/h264/ch0
Avtech,*,FFMPEG,rtsp,554,/live/video/profile3
Avtech,avm5447p,FFMPEG,rtsp,554,/11
Avtech,*,JPEG,http,0,/image/[CHANNEL].jpg
Avtech,*,VLC,http,0,/live/h264_ulaw
Avtech,*,VLC,rtsp,0,/live.h264
Avtech,*,FFMPEG,rtsp,88,/videoMain
Avtech,*,JPEG,http,554,/cgi-bin/guest/Video.cgi?media=JPEG&channel=16
Avtech,avt420,JPEG,http,51938,/cgi-bin/guest/Video.cgi?media=JPEG&channel=1
Avtech,*,JPEG,http,51938,/cgi-bin/guest/Video.cgi?media=JPEG&channel=2
Avtech,*,FFMPEG,http,0,/videostream.asf?user=[USERNAME]&pwd=[PASSWORD]&resolution=[WIDTH]*[HEIGHT]
Avtech,*,FFMPEG,rtsp,554,/cam/realmonitor
Avtech,*,JPEG,http,0,/tmpfs/auto.jpg
Avtech,*,JPEG,http,0,/snapshot.jpg
Arecont,10115dnv1,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,1305,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,1310m,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,20175dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,2100,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,2105dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,2155,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,2155dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3100,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3115dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3116dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3130,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3130hd,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3280,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3455dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,5105dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,5115dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,5115dn-13,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,5115dn-17,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av10115dn-07,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2000,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av20175dn28,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av20185dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2105,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2105dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2110,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2155,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2155dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2246,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av2255,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av3100m,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av3105dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av3110dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av3130,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av3135,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av5105dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av5115dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av5115dn-13,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av5255pmir,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av8180,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av8185,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av8360,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av8365dn,JPEG,http,8080,/image?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,2110dn,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%25&y1=100%25&quality=12&doublescan=0
Arecont,3225pmir-s,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%25&y1=100%25&quality=12&doublescan=0
Arecont,av2115dn,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%25&y1=100%25&quality=12&doublescan=0
Arecont,av2556,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%25&y1=100%25&quality=12&doublescan=0
Arecont,11455dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,1325ir,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,20275dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,2805,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,3256pmir-s,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av-8365dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av10005,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av10005dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av10225pmir,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av10655dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av12176,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av12366,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av1255pmir-s,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av2146dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av2216dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av2216pm-s,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,av3115dn,VLC,rtsp,0,/PSIA/Streaming/channels/0?videoCodecType=H.264
Arecont,1310dn,MJPEG,http,8080,/mjpeg
Arecont,2115dn,MJPEG,http,8080,/mjpeg
Arecont,2115dnv1,MJPEG,http,8080,/mjpeg
Arecont,2125ir,MJPEG,http,8080,/mjpeg
Arecont,2145dn,MJPEG,http,8080,/mjpeg
Arecont,2465dn,MJPEG,http,8080,/mjpeg
Arecont,3245,MJPEG,http,8080,/mjpeg
Arecont,32453245pm,MJPEG,http,8080,/mjpeg
Arecont,3256pm,MJPEG,http,8080,/mjpeg
Arecont,5125,MJPEG,http,8080,/mjpeg
Arecont,5155dn,MJPEG,http,8080,/mjpeg
Arecont,av-2256,MJPEG,http,8080,/mjpeg
Arecont,unknown,MJPEG,http,8080,/mjpeg
Arecont,av10255amir,MJPEG,http,8080,/mjpeg
Arecont,av1115dn,MJPEG,http,8080,/mjpeg
Arecont,av2110d,MJPEG,http,8080,/mjpeg
Arecont,av2256pm,MJPEG,http,8080,/mjpeg
Arecont,av3100,MJPEG,http,8080,/mjpeg
Arecont,av3115dnv1,MJPEG,http,8080,/mjpeg
Arecont,av3146dn,MJPEG,http,8080,/mjpeg
Arecont,av3155,MJPEG,http,8080,/mjpeg
Arecont,av3256,MJPEG,http,8080,/mjpeg
Arecont,av5115,MJPEG,http,8080,/mjpeg
Arecont,5225pmir,MJPEG,http,8080,/mjpeg
Arecont,1325,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,2115,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,3155dn,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,5100,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,av1300,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,av2100,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,av2100m,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,av5100,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,av5100m,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,av8365,MJPEG,http,8080,/mjpeg?res=full&x0=0&y0=0&x1=100%&y1=100%&quality=12&doublescan=0
Arecont,10355pmir,FFMPEG,rtsp,0,/h264.sdp
Arecont,20185dn,FFMPEG,rtsp,0,/h264.sdp
Arecont,2176dn,FFMPEG,rtsp,0,/h264.sdp
Arecont,2216dn,FFMPEG,rtsp,0,/h264.sdp
Arecont,2255pmir,FFMPEG,rtsp,0,/h264.sdp
Arecont,2456dn,FFMPEG,rtsp,0,/h264.sdp
Arecont,3355dn3455dn,FFMPEG,rtsp,0,/h264.sdp
Arecont,5255am,FFMPEG,rtsp,0,/h264.sdp
Arecont,av-12366,FFMPEG,rtsp,0,/h264.sdp
Arecont,av10215pm-s-30-120,FFMPEG,rtsp,0,/h264.sdp
Arecont,av10255pmir-sh,FFMPEG,rtsp,0,/h264.sdp
Arecont,av1125irv1x,FFMPEG,rtsp,0,/h264.sdp
Arecont,av1305,FFMPEG,rtsp,0,/h264.sdp
Arecont,av2110d-n,FFMPEG,rtsp,0,/h264.sdp
Arecont,av2246m-w,FFMPEG,rtsp,0,/h264.sdp
Arecont,av2255am,FFMPEG,rtsp,0,/h264.sdp
Arecont,av2455dn-ab,FFMPEG,rtsp,0,/h264.sdp
Arecont,av5245,FFMPEG,rtsp,0,/h264.sdp
Arecont,av5245dn,FFMPEG,rtsp,0,/h264.sdp
Arecont,av5245pm,FFMPEG,rtsp,0,/h264.sdp
Arecont,av5456d,FFMPEG,rtsp,0,/h264.sdp
Arecont,av5525,FFMPEG,rtsp,0,/h264.sdp
Arecont,av8185dn-hb,FFMPEG,rtsp,0,/h264.sdp
Arecont,*,FFMPEG,http,80,/image?res=full&x0=0%25&y0=[object%20Window]%25&x1=100%25&y1=100%25&quality=21&doublescan=0
Arecont,12366dn,MJPEG,http,0,/mjpeg[CHANNEL]?res=half&x1=0&y1=0
Arecont,av-365,MJPEG,http,0,/mjpeg[CHANNEL]?res=half&x1=0&y1=0
Arecont,av12176dn,MJPEG,http,0,/mjpeg[CHANNEL]?res=half&x1=0&y1=0
Arecont,av12186dn,MJPEG,http,0,/mjpeg[CHANNEL]?res=half&x1=0&y1=0
Arecont,12585pm,FFMPEG,rtsp,0,/h264_stream
Arecont,12586pm,FFMPEG,rtsp,554,/
Arecont,av16f0833,FFMPEG,rtsp,554,/
Arecont,1355,FFMPEG,rtsp,0,/ch0.h264
Arecont,2155m,FFMPEG,rtsp,0,/ch0.h264
Arecont,av1355dn,FFMPEG,rtsp,0,/ch0.h264
Arecont,av8185dn,FFMPEG,rtsp,0,/ch0.h264
Arecont,1305dn,VLC,rtsp,0,/cam1/mpeg4
Arecont,20275,JPEG,http,0,/img.jpg
Arecont,3125ir,JPEG,http,0,/img.jpg
Arecont,3135,JPEG,http,0,/img.jpg
Arecont,3255amir-h,JPEG,http,0,/img.jpg
Arecont,5125dn,JPEG,http,0,/img.jpg
Arecont,av10225ir,JPEG,http,0,/img.jpg
Arecont,av1115dv,JPEG,http,0,/img.jpg
Arecont,av12276dn,JPEG,http,0,/img.jpg
Arecont,av3115,JPEG,http,0,/img.jpg
Arecont,av5115dnaiv1,JPEG,http,0,/img.jpg
Arecont,av5115dnv1,JPEG,http,0,/img.jpg
Arecont,1555dn,VLC,rtsp,0,/ch0_0.h264
Arecont,av12186,VLC,rtsp,0,/ch0_0.h264
Arecont,av10655dn-28,FFMPEG,rtsp,554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=0.sdp
Arecont,2456,VLC,rtsp,0,/h264.sdp?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,3246,VLC,rtsp,0,/h264.sdp?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av5115dn-2,VLC,rtsp,0,/h264.sdp?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av5215pm-s,VLC,rtsp,0,/h264.sdp?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,av3556dn-s,VLC,rtsp,0,/h264.sdp?res=half&x0=0&y0=0&x1=1600&y1=1200&quality=15&doublescan=0&ssn=1340443365044&id=1340443379230
Arecont,*,FFMPEG,rtsp,554,/cam5/mpeg4
Arecont,20365dn,FFMPEG,rtsp,554,/h264.sdp1?res=half&doublescan=0&ssn=901
Arecont,2116dnv1,FFMPEG,rtsp,554,/0
Arecont,2225pmir-s,FFMPEG,rtsp,554,/0
Arecont,av12276dn-28,FFMPEG,rtsp,554,/0
Arecont,av2825ir,FFMPEG,rtsp,554,/0
Arecont,av3255dn-h,FFMPEG,rtsp,554,/0
Arecont,*,JPEG,http,0,/Jpeg/CamImg.jpg
Arecont,*,FFMPEG,rtsp,0,/onvif-media/media.amp
Arecont,*,FFMPEG,rtsp,0,/h264.sdp?res=full&x0=0&y0=0&x1=2048&y1=1536&qp=20&ratelimit=10000&doublescan=0&ssn=7329
Arecont,av20365dn,VLC,rtsp,0,/[CHANNEL]/[USERNAME]:[PASSWORD]/main
Arecont,8185dn,FFMPEG,rtsp,0,/cam1/onvif-h264
Arecont,*,FFMPEG,rtsp,554,/h264.sdp3?res=half&doublescan=0&ssn=603
Arecont,*,FFMPEG,rtsp,554,/h264.sdp1?res=half&doublescan=0&ssn=601
Arecont,*,JPEG,http,0,/image[CHANNEL]?res=half&x1=0&y1=0
Arecont,av12176dn-08,FFMPEG,rtsp,0,/h264.sdp1
Arecont,av12376rs,FFMPEG,rtsp,554,/live/ch00_0
Arecont,av12586dn,FFMPEG,rtsp,554,/11
Arecont,av129294,FFMPEG,rtsp,554,/11
Arecont,av4655dn-28,FFMPEG,rtsp,554,/11
Arecont,av8515dn,MJPEG,http,0,/mjpeg.cgi?user=[USERNAME]&password=[PASSWORD]&channel=[CHANNEL]
Arecont,*,MJPEG,http,80,/mjpeg1?res=half&x1=0&y1=0
Arecont,*,FFMPEG,rtsp,0,/live/h264.sdp3
Arecont,*,FFMPEG,rtsp,554,/h264.sdp3
Arecont,av20375rs,MJPEG,http,8080,/mjpeg4?res=half&x1=0&y1=0
Arecont,*,MJPEG,http,8080,/video.mjpg?q=30&fps=33&id=0.5
Arecont,*,JPEG,http,0,/img/snapshot.cgi?size=2
Arecont,*,FFMPEG,rtsp,5544,/ONVIF/channel2
Arecont,*,VLC,rtsp,1935,/live/mpeg4
Arecont,*,VLC,rtsp,0,/cam4/mpeg4
Arecont,*,JPEG,http,0,/tmpfs/auto.jpg
Annke,131m,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,141cs,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,141cs-tjf,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,151dj,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,151dm,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,151ds,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,151eh,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,191bf,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,191bl,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,ac500,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,c1dsp,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
Annke,c500,FFMPEG,rtsp,8554,/user=[USERNAME]_password=[PASSWORD]_channel=1_stream=1.sdp
